Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
3.016785,Spread Diver,Tick,15,0,15,-15,148900,148800,-222,10722,12222,OK
3.016785,TraderOne,Tick,6,98,-92,9,148900,148800,-655,12357655,-1945,OK
3.265355,Spread Diver,Tick,15,0,15,-15,148900,148800,-222,10722,12222,OK
3.265355,TraderOne,Tick,6,98,-92,10,148900,148800,-655,12208855,-1945,OK
3.527013,Spread Diver,Tick,15,0,15,-15,148900,148800,-222,10722,12222,OK
3.527013,TraderOne,Tick,6,98,-92,11,148900,148800,-655,12059955,-2045,OK
3.70249,Spread Diver,Tick,15,0,15,-15,148600,148800,-222,10722,7722,OK
3.70249,TraderOne,Tick,29,98,-69,12,148600,148800,-997,8493797,25997,OK
4.021352,Spread Diver,Tick,15,0,15,-15,148600,149000,-222,10722,7722,OK
4.021352,TraderOne,Tick,29,98,-69,13,148600,149000,-997,8345097,14897,OK
4.293642,Spread Diver,Tick,15,0,15,-15,148900,148900,-222,10722,10722,OK
4.293642,TraderOne,Tick,29,107,-78,14,148900,148900,-1131,9536231,6631,OK
4.473754,Spread Diver,Tick,15,0,15,-15,148900,148900,-222,10722,10722,OK
4.473754,TraderOne,Tick,29,107,-78,15,148900,148900,-1131,9386931,6231,OK
4.737079,Spread Diver,Tick,15,0,15,-15,149100,148900,-222,10722,13722,OK
4.737079,TraderOne,Tick,29,107,-78,16,149100,148900,-1131,9237631,-9769,OK
4.999279,Spread Diver,Tick,92,0,92,-92,148700,149000,-1367,34967,16567,OK
4.999279,TraderOne,Tick,29,129,-100,17,148700,149000,-475,12365875,18875,OK
5.229849,Spread Diver,Tick,92,0,92,-92,148700,148800,-1367,34967,25767,OK
5.229849,TraderOne,Tick,29,129,-100,18,148700,148800,-475,12216875,25275,OK
5.54798,Spread Diver,Tick,92,0,92,-92,148800,148800,-1367,34967,34967,OK
5.54798,TraderOne,Tick,60,129,-69,19,148800,148800,-936,7455536,15536,OK
5.766317,Spread Diver,Tick,92,0,92,-92,148800,148800,-1367,34967,34967,OK
5.766317,TraderOne,Tick,60,129,-69,20,148800,148800,-936,7306436,15236,OK
5.962549,Spread Diver,Tick,92,0,92,-92,148800,148800,-1367,34967,34967,OK
5.962549,TraderOne,Tick,60,129,-69,21,148800,148800,-936,7157336,14936,OK
6.21262,Spread Diver,Tick,92,0,92,-92,148800,148800,-1367,34967,34967,OK
6.21262,TraderOne,Tick,60,129,-69,22,148800,148800,-936,7008336,14736,OK
6.498121,Spread Diver,Tick,92,0,92,-92,148800,148800,-1367,34967,34967,OK
6.498121,TraderOne,Tick,60,129,-69,23,148800,148800,-936,6859336,14536,OK
6.799708,Spread Diver,Tick,100,0,100,-100,148400,148800,-1486,38286,18286,OK
6.799708,TraderOne,Tick,127,129,-2,24,148400,148800,-1930,-3231470,42530,OK
6.959973,Spread Diver,Tick,100,0,100,-100,148400,148800,-1486,38286,18286,OK
6.959973,TraderOne,Tick,127,129,-2,23,148400,148800,-1930,-3082770,42430,OK
7.291512,Spread Diver,Tick,100,0,100,-100,148400,148800,-1486,38286,18286,OK
7.291512,TraderOne,Tick,127,129,-2,22,148400,148800,-1930,-2934070,42330,OK
7.502322,Spread Diver,Tick,100,0,100,-100,148400,148800,-1486,38286,18286,OK
7.502322,TraderOne,Tick,127,129,-2,21,148400,148800,-1930,-2785270,42330,OK
7.740126,Spread Diver,Tick,100,0,100,-100,148400,149200,-1486,38286,18286,OK
7.740126,TraderOne,Tick,127,129,-2,20,148400,149200,-1930,-2636070,49930,OK
8.024663,Spread Diver,Tick,100,0,100,-100,148400,149200,-1486,38286,18286,OK
8.024663,TraderOne,Tick,127,129,-2,19,148400,149200,-1930,-2486970,49830,OK
8.203267,Spread Diver,Tick,100,0,100,-100,149000,149200,-1486,38286,18286,OK
8.203267,TraderOne,Tick,127,200,-73,18,149000,149200,-2988,8242188,50788,OK
8.457787,Spread Diver,Tick,100,0,100,-100,149000,149200,-1486,38286,18286,OK
8.457787,TraderOne,Tick,127,200,-73,19,149000,149200,-2988,8092888,50688,OK
8.785779,Spread Diver,Tick,100,0,100,-100,149100,149200,-1486,38286,28286,OK
8.785779,TraderOne,Tick,127,201,-74,20,149100,149200,-3003,8092603,43203,OK
8.953289,Spread Diver,Tick,100,0,100,-100,149100,149200,-1486,38286,28286,OK
8.953289,TraderOne,Tick,127,201,-74,21,149100,149200,-3003,7943303,43103,OK
9.261563,Spread Diver,Tick,100,200,-100,100,149100,149600,-4468,-98732,-78732,OK
9.261563,TraderOne,Tick,127,201,-74,22,149100,149600,-3003,7794003,29603,OK
9.527899,Spread Diver,Tick,100,200,-100,100,149200,149900,-4468,-98732,-68732,OK
9.527899,TraderOne,Tick,147,201,-54,23,149200,149900,-2406,4659406,28706,OK
9.77461,Spread Diver,Tick,100,200,-100,100,149200,149900,-4468,-98732,-68732,OK
9.77461,TraderOne,Tick,147,201,-54,24,149200,149900,-2406,4509306,28506,OK
9.979318,Spread Diver,Tick,100,200,-100,100,149200,149900,-4468,-98732,-68732,OK
9.979318,TraderOne,Tick,147,201,-54,25,149200,149900,-2406,4359406,28506,OK
10.20586,Spread Diver,Tick,100,200,-100,100,149200,149800,-4468,-98732,-68732,OK
10.20586,TraderOne,Tick,147,201,-54,26,149200,149800,-2406,4209406,31206,OK
10.547756,Spread Diver,Tick,158,200,-42,42,149600,149800,-5336,-92064,-83664,OK
10.547756,TraderOne,Tick,219,201,18,27,149600,149800,-3483,-6710717,26683,OK
10.718709,Spread Diver,Tick,158,200,-42,42,149600,149900,-5336,-92064,-79464,OK
10.718709,TraderOne,Tick,219,201,18,26,149600,149900,-3483,-6561017,29183,OK
11.026153,Spread Diver,Tick,158,200,-42,42,149600,150000,-5336,-92064,-79464,OK
11.026153,TraderOne,Tick,219,201,18,25,149600,150000,-3483,-6411217,33383,OK
11.220205,Spread Diver,Tick,158,200,-42,42,149600,149900,-5336,-92064,-79464,OK
11.220205,TraderOne,Tick,219,201,18,24,149600,149900,-3483,-6261317,29083,OK
11.497417,Spread Diver,Tick,158,200,-42,42,150100,150100,-5336,-92064,-92064,OK
11.497417,TraderOne,Tick,219,209,10,23,150100,150100,-3603,-4910497,42803,OK
11.73921,Spread Diver,Tick,158,200,-42,42,150100,150400,-5336,-92064,-79464,OK
11.73921,TraderOne,Tick,219,209,10,22,150100,150400,-3603,-4760497,49303,OK
12.014745,Spread Diver,Tick,158,200,-42,42,150100,150900,-5336,-92064,-79464,OK
12.014745,TraderOne,Tick,219,209,10,21,150100,150900,-3603,-4610197,64703,OK
12.235295,Spread Diver,Tick,158,200,-42,42,150100,150900,-5336,-92064,-79464,OK
12.235295,TraderOne,Tick,219,209,10,20,150100,150900,-3603,-4459397,64603,OK
12.474117,Spread Diver,Tick,158,200,-42,42,150100,150900,-5336,-92064,-79464,OK
12.474117,TraderOne,Tick,219,209,10,19,150100,150900,-3603,-4308597,64503,OK
12.739628,Spread Diver,Tick,158,200,-42,42,150100,151100,-5336,-92064,-79464,OK
12.739628,TraderOne,Tick,219,209,10,18,150100,151100,-3603,-4157697,70103,OK
12.953427,Spread Diver,Tick,158,200,-42,42,150800,150900,-5336,-92064,-87864,OK
12.953427,TraderOne,Tick,219,209,10,17,150800,150900,-3603,-4006797,66503,OK
13.246632,Spread Diver,Tick,158,200,-42,42,150800,150900,-5336,-92064,-87864,OK
13.246632,TraderOne,Tick,219,209,10,16,150800,150900,-3603,-3855897,66503,OK
13.522839,Spread Diver,Tick,158,200,-42,42,150800,150900,-5336,-92064,-87864,OK
13.522839,TraderOne,Tick,219,209,10,15,150800,150900,-3603,-3705097,66403,OK
13.72516,Spread Diver,Tick,164,200,-36,36,150800,150900,-5155,-91645,-88045,OK
13.72516,TraderOne,Tick,219,209,10,14,150800,150900,-3603,-3554197,66403,OK
14.039479,Spread Diver,Tick,255,200,55,-55,150900,151200,-3677,-87523,-104023,OK
14.039479,TraderOne,Tick,219,209,10,13,150900,151200,-3603,-3403297,71303,OK
14.215705,Spread Diver,Tick,255,200,55,-55,151300,151200,-3677,-87523,-82023,OK
14.215705,TraderOne,Tick,219,270,-51,12,151300,151200,-4526,5978026,76126,OK
14.520775,Spread Diver,Tick,255,200,55,-55,151300,151100,-3677,-87523,-76523,OK
14.520775,TraderOne,Tick,219,270,-51,13,151300,151100,-4526,5826726,74726,OK
14.766514,Spread Diver,Tick,255,238,17,-17,151300,151200,-4252,-83148,-81448,OK
14.766514,TraderOne,Tick,219,319,-100,14,151300,151200,-5267,13085067,71867,OK
14.968461,Spread Diver,Tick,255,238,17,-17,151300,150900,-4252,-83148,-78048,OK
14.968461,TraderOne,Tick,219,319,-100,15,151300,150900,-5267,12933867,77367,OK
15.216698,Spread Diver,Tick,255,238,17,-17,151300,151100,-4252,-83148,-79748,OK
15.216698,TraderOne,Tick,219,319,-100,16,151300,151100,-5267,12782967,70567,OK
15.51952,Spread Diver,Tick,271,244,27,-27,150800,151500,-4584,-75016,-83116,OK
15.51952,TraderOne,Tick,219,319,-100,17,150800,151500,-5267,12631367,86867,OK
15.773328,Spread Diver,Tick,271,264,7,-7,151300,151500,-4887,-80713,-82113,OK
15.773328,TraderOne,Tick,219,319,-100,18,151300,151500,-5267,12479867,76867,OK
16.030985,Spread Diver,Tick,271,264,7,-7,151300,151500,-4887,-80713,-82113,OK
16.030985,TraderOne,Tick,219,319,-100,19,151300,151500,-5267,12328267,76767,OK
16.254527,Spread Diver,Tick,271,264,7,-7,151300,151200,-4887,-80713,-80013,OK
16.254527,TraderOne,Tick,219,319,-100,20,151300,151200,-5267,12176867,70867,OK
16.505846,Spread Diver,Tick,271,264,7,-7,151300,151200,-4887,-80713,-80013,OK
16.505846,TraderOne,Tick,219,319,-100,21,151300,151200,-5267,12025367,70567,OK
16.757507,Spread Diver,Tick,271,264,7,-7,151300,151600,-4887,-80713,-82813,OK
16.757507,TraderOne,Tick,219,319,-100,22,151300,151600,-5267,11873567,78767,OK
16.959961,Spread Diver,Tick,271,264,7,-7,151300,151600,-4887,-80713,-82813,OK
16.959961,TraderOne,Tick,219,319,-100,23,151300,151600,-5267,11721967,78767,OK
17.205181,Spread Diver,Tick,293,264,29,-29,151400,151600,-4221,-76979,-82779,OK
17.205181,TraderOne,Tick,219,319,-100,24,151400,151600,-5267,11570167,68567,OK
17.491526,Spread Diver,Tick,293,359,-66,66,152200,152200,-5667,-75533,-75533,OK
17.491526,TraderOne,Tick,219,319,-100,25,152200,152200,-5267,11418367,3367,OK
17.719893,Spread Diver,Tick,293,359,-66,66,152200,152200,-5667,-75533,-75533,OK
17.719893,TraderOne,Tick,219,319,-100,26,152200,152200,-5267,11266167,3367,OK
18.026426,Spread Diver,Tick,293,359,-66,66,152200,152000,-5667,-75533,-88733,OK
18.026426,TraderOne,Tick,219,319,-100,27,152200,152000,-5267,11113967,-2033,OK
18.227824,Spread Diver,Tick,293,359,-66,66,152200,152000,-5667,-75533,-88733,OK
18.227824,TraderOne,Tick,219,319,-100,28,152200,152000,-5267,10961967,-2033,OK
18.503648,Spread Diver,Tick,293,359,-66,66,152200,151900,-5667,-75533,-95333,OK
18.503648,TraderOne,Tick,219,319,-100,29,152200,151900,-5267,10809967,-4933,OK
18.758452,Spread Diver,Tick,293,359,-66,66,152200,151900,-5667,-75533,-95333,OK
18.758452,TraderOne,Tick,219,319,-100,30,152200,151900,-5267,10657867,-5133,OK
18.953329,Spread Diver,Tick,293,359,-66,66,152200,151900,-5667,-75533,-95333,OK
18.953329,TraderOne,Tick,219,319,-100,31,152200,151900,-5267,10505767,-5333,OK
19.224378,Spread Diver,Tick,293,359,-66,66,152200,151900,-5667,-75533,-95333,OK
19.224378,TraderOne,Tick,219,319,-100,32,152200,151900,-5267,10353767,-5433,OK
19.545656,Spread Diver,Tick,293,359,-66,66,152100,151600,-5667,-75533,-95333,OK
19.545656,TraderOne,Tick,262,319,-57,33,152100,151600,-5921,3662321,6821,OK
19.702616,Spread Diver,Tick,293,359,-66,66,152100,151900,-5667,-75533,-88733,OK
19.702616,TraderOne,Tick,262,319,-57,34,152100,151900,-5921,3510521,5421,OK
20.004114,Spread Diver,Tick,293,359,-66,66,152100,151900,-5667,-75533,-88733,OK
20.004114,TraderOne,Tick,262,319,-57,35,152100,151900,-5921,3358621,5421,OK
20.267285,Spread Diver,Tick,303,359,-56,56,151900,151900,-5363,-78837,-78837,OK
20.267285,TraderOne,Tick,262,319,-57,36,151900,151900,-5921,3206821,16921,OK
20.455728,Spread Diver,Tick,303,359,-56,56,151900,151900,-5363,-78837,-78837,OK
20.455728,TraderOne,Tick,262,319,-57,37,151900,151900,-5921,3054821,16821,OK
20.727389,Spread Diver,Tick,303,359,-56,56,151900,151900,-5363,-78837,-78837,OK
20.727389,TraderOne,Tick,262,319,-57,38,151900,151900,-5921,2902721,16621,OK
20.9835,Spread Diver,Tick,303,359,-56,56,151900,152000,-5363,-78837,-73237,OK
20.9835,TraderOne,Tick,262,319,-57,39,151900,152000,-5921,2750621,20321,OK
21.220097,Spread Diver,Tick,303,359,-56,56,151900,152000,-5363,-78837,-73237,OK
21.220097,TraderOne,Tick,262,319,-57,40,151900,152000,-5921,2598521,20221,OK
21.549521,Spread Diver,Tick,303,359,-56,56,151900,152000,-5363,-78837,-73237,OK
21.549521,TraderOne,Tick,262,319,-57,41,151900,152000,-5921,2446621,20321,OK
21.783359,Spread Diver,Tick,303,359,-56,56,151900,152000,-5363,-78837,-73237,OK
21.783359,TraderOne,Tick,262,319,-57,42,151900,152000,-5921,2294721,20421,OK
22.012672,Spread Diver,Tick,303,359,-56,56,151900,152000,-5363,-78837,-73237,OK
22.012672,TraderOne,Tick,262,319,-57,43,151900,152000,-5921,2142921,20621,OK
22.294805,Spread Diver,Tick,303,384,-81,81,152200,152000,-5743,-70957,-87157,OK
22.294805,TraderOne,Tick,262,362,-100,44,152200,152000,-6575,8536275,4275,OK
22.524166,Spread Diver,Tick,303,403,-100,100,152600,152000,-6032,-64968,-94968,OK
22.524166,TraderOne,Tick,262,362,-100,45,152600,152000,-6575,8384275,-5725,OK
22.77464,Spread Diver,Tick,303,403,-100,100,152000,152000,-6032,-64968,-64968,OK
22.77464,TraderOne,Tick,306,362,-56,46,152000,152000,-7244,1544944,24944,OK
23.020074,Spread Diver,Tick,303,403,-100,100,152000,151800,-6032,-64968,-84968,OK
23.020074,TraderOne,Tick,306,362,-56,47,152000,151800,-7244,1392944,15544,OK
23.261857,Spread Diver,Tick,303,403,-100,100,152000,151600,-6032,-64968,-94968,OK
23.261857,TraderOne,Tick,306,362,-56,48,152000,151600,-7244,1241144,11544,OK
23.535114,Spread Diver,Tick,303,403,-100,100,152000,151600,-6032,-64968,-94968,OK
23.535114,TraderOne,Tick,378,362,16,49,152000,151600,-8338,-9853462,5338,OK
23.720906,Spread Diver,Tick,303,403,-100,100,152000,151500,-6032,-64968,-94968,OK
23.720906,TraderOne,Tick,378,362,16,48,152000,151500,-8338,-9702062,-1262,OK
23.999172,Spread Diver,Tick,303,403,-100,100,152000,151500,-6032,-64968,-94968,OK
23.999172,TraderOne,Tick,378,362,16,47,152000,151500,-8338,-9550662,-1362,OK
24.280462,Spread Diver,Tick,303,403,-100,100,152000,151400,-6032,-64968,-94968,OK
24.280462,TraderOne,Tick,378,362,16,46,152000,151400,-8338,-9399262,-7662,OK
24.465149,Spread Diver,Tick,303,403,-100,100,151600,151400,-6032,-64968,-84968,OK
24.465149,TraderOne,Tick,378,409,-31,45,151600,151400,-9051,-2117349,-3949,OK
24.778499,Spread Diver,Tick,303,403,-100,100,151600,151400,-6032,-64968,-84968,OK
24.778499,TraderOne,Tick,378,409,-31,44,151600,151400,-9051,-1966049,-4049,OK
25.036573,Spread Diver,Tick,303,403,-100,100,151600,151100,-6032,-64968,-94968,OK
25.036573,TraderOne,Tick,450,409,41,43,151600,151100,-6868,-12732532,-27832,OK
25.260862,Spread Diver,Tick,303,403,-100,100,151600,151100,-6032,-64968,-94968,OK
25.260862,TraderOne,Tick,450,409,41,42,151600,151100,-6868,-12581532,-27932,OK
25.507771,Spread Diver,Tick,303,403,-100,100,151600,151100,-6032,-64968,-94968,OK
25.507771,TraderOne,Tick,450,409,41,41,151600,151100,-6868,-12430532,-28032,OK
25.728975,Spread Diver,Tick,303,403,-100,100,151600,151100,-6032,-64968,-94968,OK
25.728975,TraderOne,Tick,450,409,41,40,151600,151100,-6868,-12279532,-28132,OK
26.003451,Spread Diver,Tick,303,403,-100,100,151600,151100,-6032,-64968,-94968,OK
26.003451,TraderOne,Tick,450,409,41,39,151600,151100,-6868,-12128532,-28232,OK
26.235114,Spread Diver,Tick,303,403,-100,100,151600,151100,-6032,-64968,-94968,OK
26.235114,TraderOne,Tick,450,409,41,38,151600,151100,-6868,-11977732,-28532,OK
26.477555,Spread Diver,Tick,303,403,-100,100,151600,151100,-6032,-64968,-94968,OK
26.477555,TraderOne,Tick,450,409,41,37,151600,151100,-6868,-11826932,-28832,OK
26.791289,Spread Diver,Tick,303,403,-100,100,151600,151000,-6032,-64968,-94968,OK
26.791289,TraderOne,Tick,450,409,41,36,151600,151000,-6868,-11675932,-36632,OK
27.001693,Spread Diver,Tick,303,403,-100,100,151600,151000,-6032,-64968,-94968,OK
27.001693,TraderOne,Tick,450,409,41,35,151600,151000,-6868,-11525032,-36732,OK
27.214274,Spread Diver,Tick,325,403,-78,78,150900,151000,-6364,-53636,-45836,OK
27.214274,TraderOne,Tick,450,409,41,34,150900,151000,-6868,-11373632,-52732,OK
27.511241,Spread Diver,Tick,325,403,-78,78,150900,151000,-6364,-53636,-45836,OK
27.511241,TraderOne,Tick,450,409,41,33,150900,151000,-6868,-11222232,-52332,OK
27.791454,Spread Diver,Tick,325,403,-78,78,150900,151500,-6364,-53636,-30236,OK
27.791454,TraderOne,Tick,450,409,41,32,150900,151500,-6868,-11071032,-23832,OK
27.962496,Spread Diver,Tick,325,403,-78,78,150900,151500,-6364,-53636,-30236,OK
27.962496,TraderOne,Tick,450,409,41,31,150900,151500,-6868,-10919832,-24132,OK
28.293481,Spread Diver,Tick,325,403,-78,78,150900,151500,-6364,-53636,-30236,OK
28.293481,TraderOne,Tick,450,409,41,30,150900,151500,-6868,-10768632,-24432,OK
28.466741,Spread Diver,Tick,325,403,-78,78,150900,151500,-6364,-53636,-30236,OK
28.466741,TraderOne,Tick,450,409,41,29,150900,151500,-6868,-10617432,-24732,OK
28.767153,Spread Diver,Tick,325,403,-78,78,150900,151500,-6364,-53636,-30236,OK
28.767153,TraderOne,Tick,450,409,41,28,150900,151500,-6868,-10466232,-25032,OK
29.007411,Spread Diver,Tick,325,403,-78,78,150900,151500,-6364,-53636,-30236,OK
29.007411,TraderOne,Tick,450,409,41,27,150900,151500,-6868,-10315132,-25432,OK
29.28175,Spread Diver,Tick,325,403,-78,78,150900,151500,-6364,-53636,-30236,OK
29.28175,TraderOne,Tick,450,409,41,26,150900,151500,-6868,-10163932,-25732,OK
29.450486,Spread Diver,Tick,325,403,-78,78,150900,151500,-6364,-53636,-30236,OK
29.450486,TraderOne,Tick,450,409,41,25,150900,151500,-6868,-10012732,-26032,OK
29.781642,Spread Diver,Tick,387,403,-16,16,151200,151500,-7301,-52699,-47899,OK
29.781642,TraderOne,Tick,509,409,100,24,151200,151500,-7761,-18793339,-37339,OK
30.038517,Spread Diver,Tick,456,403,53,-53,151300,151100,-8345,-65455,-54855,OK
30.038517,TraderOne,Tick,509,409,100,23,151300,151100,-7761,-18642139,-36839,OK
30.263223,Spread Diver,Tick,456,408,48,-48,151600,151100,-8421,-63879,-49479,OK
30.263223,TraderOne,Tick,509,409,100,22,151600,151100,-7761,-18491039,-26839,OK
30.535303,Spread Diver,Tick,456,408,48,-48,151600,151100,-8421,-63879,-49479,OK
30.535303,TraderOne,Tick,509,409,100,21,151600,151100,-7761,-18339939,-26839,OK
30.728174,Spread Diver,Tick,456,408,48,-48,151600,151000,-8421,-63879,-49479,OK
30.728174,TraderOne,Tick,509,409,100,20,151600,151000,-7761,-18189139,-39139,OK
31.030911,Spread Diver,Tick,456,408,48,-48,151600,150900,-8421,-63879,-49479,OK
31.030911,TraderOne,Tick,509,409,100,19,151600,150900,-7761,-18038439,-51339,OK
31.266558,Spread Diver,Tick,456,408,48,-48,151600,150900,-8421,-63879,-49479,OK
31.266558,TraderOne,Tick,509,409,100,18,151600,150900,-7761,-17887539,-51339,OK
31.545893,Spread Diver,Tick,456,527,-71,71,151100,150900,-4825,-55575,-69775,OK
31.545893,TraderOne,Tick,509,409,100,17,151100,150900,-7761,-17736739,-61439,OK
31.772973,Spread Diver,Tick,456,527,-71,71,151100,151100,-4825,-55575,-55575,OK
31.772973,TraderOne,Tick,509,409,100,16,151100,151100,-7761,-17585939,-58339,OK
32.017432,Spread Diver,Tick,462,527,-65,65,151000,151100,-4915,-53685,-47185,OK
32.017432,TraderOne,Tick,509,419,90,15,151000,151100,-7912,-15924688,-68188,OK
32.289317,Spread Diver,Tick,462,527,-65,65,151000,151100,-4915,-53685,-47185,OK
32.289317,TraderOne,Tick,509,419,90,14,151000,151100,-7912,-15773788,-68388,OK
32.518589,Spread Diver,Tick,462,527,-65,65,151000,150900,-4915,-53685,-60185,OK
32.518589,TraderOne,Tick,509,419,90,13,151000,150900,-7912,-15623088,-71388,OK
32.724488,Spread Diver,Tick,462,527,-65,65,151000,150900,-4915,-53685,-60185,OK
32.724488,TraderOne,Tick,509,419,90,12,151000,150900,-7912,-15472288,-71488,OK
32.965939,Spread Diver,Tick,462,527,-65,65,151000,150400,-4915,-53685,-73185,OK
32.965939,TraderOne,Tick,509,419,90,11,151000,150400,-7912,-15321588,-104188,OK
33.208288,Spread Diver,Tick,462,527,-65,65,151000,150300,-4915,-53685,-73185,OK
33.208288,TraderOne,Tick,509,419,90,10,151000,150300,-7912,-15171288,-114288,OK
33.54513,Spread Diver,Tick,462,527,-65,65,151000,150300,-4915,-53685,-73185,OK
33.54513,TraderOne,Tick,509,419,90,9,151000,150300,-7912,-15020888,-114188,OK
33.754549,Spread Diver,Tick,462,527,-65,65,151000,150300,-4915,-53685,-73185,OK
33.754549,TraderOne,Tick,509,419,90,8,151000,150300,-7912,-14870588,-114188,OK
34.039499,Spread Diver,Tick,462,527,-65,65,151000,150300,-4915,-53685,-73185,OK
34.039499,TraderOne,Tick,509,419,90,7,151000,150300,-7912,-14720288,-114188,OK
34.209148,Spread Diver,Tick,462,527,-65,65,151000,150200,-4915,-53685,-73185,OK
34.209148,TraderOne,Tick,509,419,90,6,151000,150200,-7912,-14570088,-123888,OK
34.518133,Spread Diver,Tick,462,527,-65,65,151000,150200,-4915,-53685,-73185,OK
34.518133,TraderOne,Tick,509,419,90,5,151000,150200,-7912,-14419988,-123988,OK
34.766659,Spread Diver,Tick,462,527,-65,65,151000,150300,-4915,-53685,-73185,OK
34.766659,TraderOne,Tick,509,419,90,4,151000,150300,-7912,-14269788,-114588,OK
35.028383,Spread Diver,Tick,462,534,-72,72,150600,150300,-4704,-51096,-72696,OK
35.028383,TraderOne,Tick,509,419,90,3,150600,150300,-7912,-14119688,-114788,OK
35.285082,Spread Diver,Tick,462,534,-72,72,150600,150200,-4704,-51096,-72696,OK
35.285082,TraderOne,Tick,509,419,90,2,150600,150200,-7912,-13969588,-124188,OK
35.527435,Spread Diver,Tick,462,534,-72,72,150600,150200,-4704,-51096,-72696,OK
35.527435,TraderOne,Tick,509,419,90,1,150600,150200,-7912,-13819288,-124088,OK
35.794419,Spread Diver,Tick,462,534,-72,72,150600,150200,-4704,-51096,-72696,OK
35.794419,TraderOne,Tick,509,419,90,0,150600,150200,-7912,-13668988,-123988,OK
36.032828,Spread Diver,Tick,462,534,-72,72,150600,150200,-4704,-51096,-72696,OK
36.032828,TraderOne,Tick,509,419,90,-1,150600,150200,-7912,-13518788,-123988,OK
36.2969,Spread Diver,Tick,462,534,-72,72,150600,150400,-4704,-51096,-65496,OK
36.2969,TraderOne,Tick,509,419,90,-2,150600,150400,-7912,-13368488,-115288,OK
36.529367,Spread Diver,Tick,462,534,-72,72,150600,150400,-4704,-51096,-65496,OK
36.529367,TraderOne,Tick,509,419,90,-3,150600,150400,-7912,-13218288,-115488,OK
36.740233,Spread Diver,Tick,462,534,-72,72,150600,150400,-4704,-51096,-65496,OK
36.740233,TraderOne,Tick,509,419,90,-4,150600,150400,-7912,-13067988,-115588,OK
37.034799,Spread Diver,Tick,462,534,-72,72,150600,150400,-4704,-51096,-65496,OK
37.034799,TraderOne,Tick,509,419,90,-5,150600,150400,-7912,-12917588,-115588,OK
37.298484,Spread Diver,Tick,580,534,46,-46,150400,150200,-1155,-66445,-57245,OK
37.298484,TraderOne,Tick,509,419,90,-6,150400,150200,-7912,-12767388,-132588,OK
37.546205,Spread Diver,Tick,580,534,46,-46,150400,150200,-1155,-66445,-57245,OK
37.546205,TraderOne,Tick,509,419,90,-7,150400,150200,-7912,-12617288,-132688,OK
37.753216,Spread Diver,Tick,580,534,46,-46,150400,150200,-1155,-66445,-57245,OK
37.753216,TraderOne,Tick,509,419,90,-8,150400,150200,-7912,-12467188,-132788,OK
38.014918,Spread Diver,Tick,580,534,46,-46,150400,150200,-1155,-66445,-57245,OK
38.014918,TraderOne,Tick,509,419,90,-9,150400,150200,-7912,-12316988,-132788,OK
38.284182,Spread Diver,Tick,580,534,46,-46,150400,150200,-1155,-66445,-57245,OK
38.284182,TraderOne,Tick,509,419,90,-10,150400,150200,-7912,-12166888,-132888,OK
38.518854,Spread Diver,Tick,580,534,46,-46,150100,150200,-1155,-66445,-71045,OK
